ID,Q1: 您的生理性別 Gender,Q2: 你的出生西元年 your birth year,Q3: 您的星座 constellation    ,Q4: 您是哪個學院的 which college you come from,Q7: 您的性格傾向（依照您自己的觀察判斷）Personality   and  personal characters ,personality,Q8: 您的課外活動/社團活動參與 involvement in after-class extracurricular activities,Q9: 您的學業表現 (過去以來的狀況) your academic performance level in general,Q10: 您的居住狀態 where do you live?,你主要使用的手機廠牌 Brand of your major cellurla phone,這隻手機使用多久How long you have this phone?,手機上網流量 internet connection type,A: 關於手機的一些資訊 some information about cellalur phone usage [S1. FB的朋友數 number of friends you have at FB],A: 關於手機的一些資訊 some information about cellalur phone usage [S2. LINE的好友數 number of friends you have at LINE],A: 關於手機的一些資訊 some information about cellalur phone usage [S3. LINE的群組數 number of groups you are in at LINE],A: 關於手機的一些資訊 some information about cellalur phone usage [S4. IG的粉絲數 number of followers at IG],A: 關於手機的一些資訊 some information about cellalur phone usage [S5. IG的追蹤中人數 number of following at IG],B: 手機使用行為 Cellular phone usage [B1. 每天用手機玩手機遊戲的時間大約幾分鐘 time (minutes) of playing game on the phone per day ],B: 手機使用行為 Cellular phone usage [B2. 每天用手機看影片追劇的時間大約幾分鐘 time (minutes) of watching vedio/film/drama on the phone per day ],B: 手機使用行為 Cellular phone usage [B3: 每天用手機瀏覽新聞的時間大約幾分鐘 time (minutes) of reading news on the phone per day ],B: 手機使用行為 Cellular phone usage [B4. 一週用手機叫餐買食物飲料的次數 number of ordering food/drinks per week in average],B: 手機使用行為 Cellular phone usage [B5. 一週用手機叫車搭車的次數 number of calling taxi per week in average],B: 手機使用行為 Cellular phone usage [B6: 手機剩下%多少電力時會感到焦慮(請填0-100的數值) how many % of power left may feel nervous],"C: 手機使用習慣 tendency of using phone [C1. 我曾因長時間玩手機遊戲而眼睛酸澀、肌肉痠痛，或有其他身體不適 I have often experienced dry/sore eyes, muscle aches, or other physical discomforts from playing mobile games for a long duration.a]","C: 手機使用習慣 tendency of using phone [C2. 我常常原本沒有打算玩手機遊戲，卻會忍不住拿起手機來玩一下（滑一下） I often do not plan on playing mobile games, but cannot resist picking up my phone to play (swipe).]",C: 手機使用習慣 tendency of using phone [C3. 在過去3個月裡，我感覺需要更常玩手機遊戲，或玩更久的時間才覺得我玩夠了 I find that I am spending more time playing mobile games],"C: 手機使用習慣 tendency of using phone [C4. 如果不能玩手機遊戲，我會覺得靜不下心，感到很煩躁 If I cannot play a mobile game, I feel restless and irritable.]",總時間
852,男,2001,12. 摩羯座(12/22-1/20) Capricorn,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,FALSE,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,309,224,54,230,800,50,30,30,0,0,70,3符合 agree,3符合 agree,3符合 agree,3符合 agree,491.41
853,女,2001,12. 摩羯座(12/22-1/20) Capricorn,文學院College of Liberal Arts,2. 中性平衡 Balance and equal,FALSE,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,Vivo,3. 一年以上未滿兩年 > 1 year less than 2 years,2. 有限制不是吃到飽 limited data,572,196,50,252,248,0,120,30,1,0,30,3符合 agree,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,334.15
854,女,2001,12. 摩羯座(12/22-1/20) Capricorn,我不是台師大學生 Not NTNU student,1. 內向安靜 Introvert and gentle,854,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,5. 三年以上未滿四年 > 3 years less than 4 years,1. 吃到飽沒上限 unlimited data,78,69,33,63,391,0,30,30,0,0,50,2不符合 disagree,2不符合 disagree,2不符合 disagree,2不符合 disagree,242.13
855,男,2001,12. 摩羯座(12/22-1/20) Capricorn,管理學院College of Management,3. 外向活潑 Outward and active,FALSE,2. 偶而參與 occasionally involve,4在課業上我應該算是很厲害的 excellent and outstanding,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,我不決定,200,60,900,900,600,60,30,0,8,9,3符合 agree,3符合 agree,3符合 agree,1極不符合 extremely disagree,195.13
856,女,2001,12. 摩羯座(12/22-1/20) Capricorn,理學院College of Science,5. 難以捉摸 Hart to say and unstable,FALSE,2. 偶而參與 occasionally involve,1稍微有一點落後其他同學 below average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,華碩ASUS,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,562,224,89,426,503,30,30,5,7,0,60,2不符合 disagree,3符合 agree,2不符合 disagree,2不符合 disagree,225.83
857,女,2002,12. 摩羯座(12/22-1/20) Capricorn,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,FALSE,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L5: 租房子 rent a house/room out of school,三星SAMSUNG,4. 二年以上未滿三年 > 2 years less than 3 years,2. 有限制不是吃到飽 limited data,沒在用FB,28,16,62,199,60,60,10,1,0,49,2不符合 disagree,3符合 agree,3符合 agree,2不符合 disagree,145.48
858,女,2002,12. 摩羯座(12/22-1/20) Capricorn,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,FALSE,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,200,150,50,110,220,0,30,10,0,0,20,1極不符合 extremely disagree,3符合 agree,1極不符合 extremely disagree,1極不符合 extremely disagree,136.49
859,女,2002,12. 摩羯座(12/22-1/20) Capricorn,我不是台師大學生 Not NTNU student,1. 內向安靜 Introvert and gentle,859,2. 偶而參與 occasionally involve,4在課業上我應該算是很厲害的 excellent and outstanding,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,6. 四年以上上未滿五年 > 4 years less than 5 years,1. 吃到飽沒上限 unlimited data,133,130,30,255,140,0,40,10,0,0,15,2不符合 disagree,3符合 agree,2不符合 disagree,2不符合 disagree,6850.35
860,男,2002,12. 摩羯座(12/22-1/20) Capricorn,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,FALSE,3. 積極參與 highly involve,3比其他同學稍好些 above average,L2: 住在自己家裡(沒有與父母住在一起) live in home without parents,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,325,156,43,305,198,40,60,30,0,0,30,2不符合 disagree,2不符合 disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,154.61
861,女,2002,12. 摩羯座(12/22-1/20) Capricorn,我不是台師大學生 Not NTNU student,3. 外向活潑 Outward and active,FALSE,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L2: 住在自己家裡(沒有與父母住在一起) live in home without parents,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,356,163,55,439,371,40,120,30,0,0,50,2不符合 disagree,2不符合 disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,116.52
862,女,2002,12. 摩羯座(12/22-1/20) Capricorn,我不是台師大學生 Not NTNU student,5. 難以捉摸 Hart to say and unstable,FALSE,1. 從不參與  never involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,453,351,119,232,230,360,120,30,1,1,30,3符合 agree,4非常符合 extremely agree,3符合 agree,4非常符合 extremely agree,155.59
863,女,2002,12. 摩羯座(12/22-1/20) Capricorn,管理學院College of Management,1. 內向安靜 Introvert and gentle,863,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,1000,300,150,650,300,0,150,30,1,1,20,3符合 agree,2不符合 disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,230.5
864,男,2002,12. 摩羯座(12/22-1/20) Capricorn,我不是台師大學生 Not NTNU student,4. 內外雙極 In-outward polarized,FALSE,1. 從不參與  never involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,三星SAMSUNG,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,10,190,10,82,1390,120,25,20,0,0,20,2不符合 disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,322.51
865,女,2002,12. 摩羯座(12/22-1/20) Capricorn,管理學院College of Management,2. 中性平衡 Balance and equal,FALSE,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,2. 有限制不是吃到飽 limited data,350,156,68,341,200,300,250,0,1,1,50,2不符合 disagree,2不符合 disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,152.08
866,女,2002,12. 摩羯座(12/22-1/20) Capricorn,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,FALSE,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,238,300,55,246,199,240,90,10,0,0,30,2不符合 disagree,3符合 agree,2不符合 disagree,1極不符合 extremely disagree,271.94
867,男,2002,12. 摩羯座(12/22-1/20) Capricorn,我不是台師大學生 Not NTNU student,4. 內外雙極 In-outward polarized,FALSE,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L4: 學校宿舍 live in school's dorm,Google,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,666,468,63,425,486,30,60,90,1,1,5,3符合 agree,3符合 agree,2不符合 disagree,2不符合 disagree,256.56
868,女,2002,12. 摩羯座(12/22-1/20) Capricorn,我不是台師大學生 Not NTNU student,1. 內向安靜 Introvert and gentle,868,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,三星SAMSUNG,4. 二年以上未滿三年 > 2 years less than 3 years,2. 有限制不是吃到飽 limited data,421,172,61,293,146,60,180,0,0,0,10,2不符合 disagree,2不符合 disagree,2不符合 disagree,2不符合 disagree,142.8
869,女,2002,12. 摩羯座(12/22-1/20) Capricorn,我不是台師大學生 Not NTNU student,5. 難以捉摸 Hart to say and unstable,FALSE,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L5: 租房子 rent a house/room out of school,三星SAMSUNG,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,356,198,65,133,135,0,30,10,0,0,2,2不符合 disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,195.17
870,女,2002,12. 摩羯座(12/22-1/20) Capricorn,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,FALSE,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,500,400,100,400,375,0,90,20,2,0,10,3符合 agree,3符合 agree,1極不符合 extremely disagree,1極不符合 extremely disagree,127.48
871,女,2002,12. 摩羯座(12/22-1/20) Capricorn,教育學院College of Education,4. 內外雙極 In-outward polarized,FALSE,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,5. 三年以上未滿四年 > 3 years less than 4 years,1. 吃到飽沒上限 unlimited data,100,100,50,650,350,380,90,10,0,0,20,3符合 agree,3符合 agree,3符合 agree,3符合 agree,212.01
872,男,2002,12. 摩羯座(12/22-1/20) Capricorn,運動與休閒學院College of Sports and Recreation,2. 中性平衡 Balance and equal,FALSE,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,627,494,152,720,591,0,40,20,0,0,30,2不符合 disagree,3符合 agree,1極不符合 extremely disagree,1極不符合 extremely disagree,145.47
873,女,2002,12. 摩羯座(12/22-1/20) Capricorn,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,FALSE,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,6. 四年以上上未滿五年 > 4 years less than 5 years,1. 吃到飽沒上限 unlimited data,635,291,65,470,715,0,60,0,1,0,15,3符合 agree,3符合 agree,1極不符合 extremely disagree,2不符合 disagree,170.76
874,女,2002,12. 摩羯座(12/22-1/20) Capricorn,管理學院College of Management,1. 內向安靜 Introvert and gentle,874,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,147,81,55,227,173,90,90,0,4,0,20,2不符合 disagree,3符合 agree,2不符合 disagree,2不符合 disagree,342.24
875,女,2003,12. 摩羯座(12/22-1/20) Capricorn,管理學院College of Management,4. 內外雙極 In-outward polarized,FALSE,3. 積極參與 highly involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,311,375,72,402,367,0,90,0,2,1,15,3符合 agree,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,307.92
876,女,2003,12. 摩羯座(12/22-1/20) Capricorn,我不是台師大學生 Not NTNU student,5. 難以捉摸 Hart to say and unstable,FALSE,3. 積極參與 highly involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,172,186,72,264,276,30,180,10,0,0,50,3符合 agree,2不符合 disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,200.1
877,男,2003,12. 摩羯座(12/22-1/20) Capricorn,管理學院College of Management,1. 內向安靜 Introvert and gentle,877,1. 從不參與  never involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,三星SAMSUNG,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,59,123,47,32,44,240,60,0,0,0,10,3符合 agree,3符合 agree,3符合 agree,3符合 agree,99.85
878,女,2003,12. 摩羯座(12/22-1/20) Capricorn,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,FALSE,3. 積極參與 highly involve,1稍微有一點落後其他同學 below average,L4: 學校宿舍 live in school's dorm,三星SAMSUNG,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,428,218,96,276,366,60,180,15,0,0,10,3符合 agree,3符合 agree,2不符合 disagree,3符合 agree,209.23
879,男,2003,12. 摩羯座(12/22-1/20) Capricorn,文學院College of Liberal Arts,5. 難以捉摸 Hart to say and unstable,FALSE,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,三星SAMSUNG,6. 四年以上上未滿五年 > 4 years less than 5 years,1. 吃到飽沒上限 unlimited data,155,55,35,42,85,2,50,15,0,0,15,3符合 agree,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,189.17
880,女,2003,12. 摩羯座(12/22-1/20) Capricorn,教育學院College of Education,2. 中性平衡 Balance and equal,FALSE,3. 積極參與 highly involve,4在課業上我應該算是很厲害的 excellent and outstanding,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,2. 有限制不是吃到飽 limited data,214,337,201,319,608,30,60,3,1,0,30,2不符合 disagree,3符合 agree,2不符合 disagree,2不符合 disagree,170.1
881,女,2003,12. 摩羯座(12/22-1/20) Capricorn,我不是台師大學生 Not NTNU student,4. 內外雙極 In-outward polarized,FALSE,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L2: 住在自己家裡(沒有與父母住在一起) live in home without parents,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,不知道,183,101,264,199,0,100,5,0,7,90,4非常符合 extremely agree,4非常符合 extremely agree,4非常符合 extremely agree,4非常符合 extremely agree,199.21
882,男,2003,12. 摩羯座(12/22-1/20) Capricorn,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,FALSE,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,1. 半年內 within an half year,1. 吃到飽沒上限 unlimited data,300,200,30,300,300,240,60,30,1,0,20,3符合 agree,3符合 agree,3符合 agree,2不符合 disagree,153.82
883,男,2003,12. 摩羯座(12/22-1/20) Capricorn,管理學院College of Management,1. 內向安靜 Introvert and gentle,883,2. 偶而參與 occasionally involve,1稍微有一點落後其他同學 below average,L4: 學校宿舍 live in school's dorm,三星SAMSUNG,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,218,118,33,73,198,20,150,0,0,0,29,2不符合 disagree,3符合 agree,2不符合 disagree,3符合 agree,320.74
884,女,2003,12. 摩羯座(12/22-1/20) Capricorn,管理學院College of Management,1. 內向安靜 Introvert and gentle,884,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,265,151,73,135,389,30,120,30,2,0,10,2不符合 disagree,3符合 agree,2不符合 disagree,2不符合 disagree,499.97
885,男,2003,12. 摩羯座(12/22-1/20) Capricorn,管理學院College of Management,3. 外向活潑 Outward and active,FALSE,3. 積極參與 highly involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,5. 三年以上未滿四年 > 3 years less than 4 years,1. 吃到飽沒上限 unlimited data,256,215,86,200,217,150,30,90,0,0,20,3符合 agree,2不符合 disagree,2不符合 disagree,2不符合 disagree,379.16
886,男,2003,12. 摩羯座(12/22-1/20) Capricorn,文學院College of Liberal Arts,2. 中性平衡 Balance and equal,FALSE,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,三星SAMSUNG,4. 二年以上未滿三年 > 2 years less than 3 years,2. 有限制不是吃到飽 limited data,384,220,38,206,184,0,90,10,0,0,35,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,153.64
